timestamp_utc,exit_count,win_count,loss_count,win_rate,expectancy,payoff_ratio,profit_factor,max_drawdown,max_consecutive_losses,total_fee,total_realized
2026-04-19T07:27:21+00:00,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2026-04-19T07:27:22+00:00,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
2026-04-19T07:32:22+00:00,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
