timestamp_utc,exit_count,win_count,loss_count,win_rate,expectancy,payoff_ratio,profit_factor,max_drawdown,max_consecutive_losses,total_fee,total_realized
2026-04-19T10:14:31+00:00,5,1,4,0.2,-3807.0514838900003,0.781672244802203,0.19541806120055075,-20074.99754042,3,1361.98017931,-19035.25741945
2026-04-19T10:19:31+00:00,5,1,4,0.2,-3807.0514838900003,0.781672244802203,0.19541806120055075,-20074.99754042,3,1361.98017931,-19035.25741945
2026-04-19T10:24:31+00:00,5,1,4,0.2,-3807.0514838900003,0.781672244802203,0.19541806120055075,-20074.99754042,3,1361.98017931,-19035.25741945
2026-04-19T10:29:31+00:00,5,1,4,0.2,-3807.0514838900003,0.781672244802203,0.19541806120055075,-20074.99754042,3,1361.98017931,-19035.25741945
2026-04-19T10:34:31+00:00,5,1,4,0.2,-3807.0514838900003,0.781672244802203,0.19541806120055075,-20074.99754042,3,1361.98017931,-19035.25741945
2026-04-19T10:39:31+00:00,5,1,4,0.2,-3807.0514838900003,0.781672244802203,0.19541806120055075,-20074.99754042,3,1361.98017931,-19035.25741945
2026-04-19T10:44:31+00:00,5,1,4,0.2,-3807.0514838900003,0.781672244802203,0.19541806120055075,-20074.99754042,3,1361.98017931,-19035.25741945
2026-04-19T10:49:31+00:00,6,2,4,0.3333333333333333,-2785.765943153334,0.5870155065240739,0.29350775326203693,-20074.99754042,3,1485.68362347,-16714.59565892
2026-04-19T10:54:38+00:00,6,2,4,0.3333333333333333,-2785.765943153334,0.5870155065240739,0.29350775326203693,-20074.99754042,3,1608.50092119,-16714.59565892
2026-04-19T10:59:38+00:00,6,2,4,0.3333333333333333,-2785.765943153334,0.5870155065240739,0.29350775326203693,-20074.99754042,3,1608.50092119,-16714.59565892
2026-04-19T11:04:38+00:00,7,3,4,0.42857142857142855,-1756.6758804271428,0.6403226334514178,0.4802419750885634,-20074.99754042,3,1733.52825618,-12296.73116299
2026-04-19T11:09:45+00:00,7,3,4,0.42857142857142855,-1756.6758804271428,0.6403226334514178,0.4802419750885634,-20074.99754042,3,1856.8824348,-12296.73116299
2026-04-19T11:14:46+00:00,8,4,4,0.5,-1069.2757099125001,0.638430978962862,0.638430978962862,-20074.99754042,3,1982.10881226,-8554.2056793
2026-04-19T11:19:53+00:00,8,4,4,0.5,-1069.2757099125001,0.638430978962862,0.638430978962862,-20074.99754042,3,2105.9153873,-8554.2056793
2026-04-19T11:24:53+00:00,8,4,4,0.5,-1069.2757099125001,0.638430978962862,0.638430978962862,-20074.99754042,3,2105.9153873,-8554.2056793
2026-04-19T11:29:53+00:00,9,5,4,0.5555555555555556,-318.70776190000015,0.7030078330977002,0.8787597913721252,-20074.99754042,3,2232.56630242,-2868.3698571000004
2026-04-19T11:35:00+00:00,9,5,4,0.5555555555555556,-318.70776190000015,0.7030078330977002,0.8787597913721252,-20074.99754042,3,2357.06813111,-2868.3698571000004
2026-04-19T11:40:00+00:00,10,6,4,0.6,159.9587805469996,0.7117409002128848,1.0676113503193272,-20074.99754042,3,2483.80505618,1599.5878054699997
2026-04-19T11:45:07+00:00,10,6,4,0.6,159.9587805469996,0.7117409002128848,1.0676113503193272,-20074.99754042,3,2608.84981685,1599.5878054699997
2026-04-19T11:50:07+00:00,10,6,4,0.6,159.9587805469996,0.7117409002128848,1.0676113503193272,-20074.99754042,3,2608.84981685,1599.5878054699997
2026-04-19T11:55:07+00:00,10,6,4,0.6,159.9587805469996,0.7117409002128848,1.0676113503193272,-20074.99754042,3,2608.84981685,1599.5878054699997
2026-04-19T12:00:07+00:00,10,6,4,0.6,159.9587805469996,0.7117409002128848,1.0676113503193272,-20074.99754042,3,2608.84981685,1599.5878054699997
2026-04-19T12:05:08+00:00,10,6,4,0.6,159.9587805469996,0.7117409002128848,1.0676113503193272,-20074.99754042,3,2608.84981685,1599.5878054699997
2026-04-19T12:10:08+00:00,11,6,5,0.5454545454545454,42.73482987454463,0.8491367371627989,1.0189640845953587,-20074.99754042,3,2733.32954267,470.0831286199999
2026-04-19T12:15:15+00:00,11,6,5,0.5454545454545454,42.73482987454463,0.8491367371627989,1.0189640845953587,-20074.99754042,3,2858.21748466,470.0831286199999
2026-04-19T12:20:15+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T12:25:22+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T12:30:29+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T12:35:36+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T12:40:43+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T12:45:51+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T12:50:58+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T12:56:05+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T13:01:12+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T13:06:20+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T13:11:27+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-19T13:16:34+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-20T11:05:57+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,2981.43014397,-2878.80695466
2026-04-20T11:06:04+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,3106.43014397,-2878.80695466
2026-04-20T11:11:04+00:00,12,6,6,0.5,-239.90057955500015,0.897685942024507,0.897685942024507,-20074.99754042,3,3106.43014397,-2878.80695466
2026-04-20T11:16:04+00:00,13,6,7,0.46153846153846156,-386.3751039769229,0.9731454497770028,0.834124671237431,-20074.99754042,3,3230.35757299,-5022.8763517
2026-04-20T11:21:11+00:00,13,6,7,0.46153846153846156,-386.3751039769229,0.9731454497770028,0.834124671237431,-20074.99754042,3,3355.07393932,-5022.8763517
2026-04-20T11:26:12+00:00,13,6,7,0.46153846153846156,-386.3751039769229,0.9731454497770028,0.834124671237431,-20074.99754042,3,3355.07393932,-5022.8763517
2026-04-20T11:31:12+00:00,14,7,7,0.5,111.90057902928584,1.051735622479521,1.051735622479521,-20074.99754042,3,3483.08669607,1566.60810641
2026-04-20T11:36:19+00:00,14,7,7,0.5,111.90057902928584,1.051735622479521,1.051735622479521,-20074.99754042,3,3608.61115841,1566.60810641
2026-04-20T11:41:19+00:00,15,7,8,0.4666666666666667,-64.62776128399992,1.109097124348201,0.9704599838046759,-20074.99754042,3,3732.86697416,-969.4164192600002
2026-04-20T11:46:26+00:00,15,7,8,0.4666666666666667,-64.62776128399992,1.109097124348201,0.9704599838046759,-20074.99754042,3,3858.05874287,-969.4164192600002
2026-04-20T11:51:26+00:00,16,7,9,0.4375,-1196.3016890375002,0.8030632959981215,0.6246047857763167,-20740.41483007,3,3974.16026116,-19140.8270246
2026-04-20T11:56:33+00:00,16,7,9,0.4375,-1196.3016890375002,0.8030632959981215,0.6246047857763167,-20740.41483007,3,4097.06495458,-19140.8270246
2026-04-20T12:01:33+00:00,16,7,9,0.4375,-1196.3016890375002,0.8030632959981215,0.6246047857763167,-20740.41483007,3,4097.06495458,-19140.8270246
2026-04-20T12:06:33+00:00,16,7,9,0.4375,-1196.3016890375002,0.8030632959981215,0.6246047857763167,-20740.41483007,3,4097.06495458,-19140.8270246
2026-04-20T12:11:33+00:00,16,7,9,0.4375,-1196.3016890375002,0.8030632959981215,0.6246047857763167,-20740.41483007,3,4097.06495458,-19140.8270246
