timestamp,market,side,price,qty,fee,cash_after,position_qty_after,realized_pnl,reason
2026-04-19T07:43:53.245771+00:00,KRW-MOVE,buy,31.11555000,8030.550641078175,125.00000000,750000.00000000,8030.550641078175,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T08:23:53.899524+00:00,KRW-MOVE,sell,30.68465000,8030.550641078175,123.20731786,996291.42841090,0.000000000000,-3583.57158910,stop loss reached: -1.34%
2026-04-19T08:29:01.107978+00:00,KRW-ARKM,buy,199.09950000,1250.371400602073,124.53642855,747218.57130817,1250.371400602073,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T09:14:01.894120+00:00,KRW-ARKM,sell,202.89850000,1250.371400602073,126.84924081,1000790.20369242,0.000000000000,4623.31171007,take profit reached: 1.96%
2026-04-19T09:19:09.081512+00:00,KRW-USDT,buy,1486.74300000,168.201533249286,125.09877546,750592.65276931,168.201533249286,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T09:24:09.161601+00:00,KRW-USDT,sell,1484.25750000,168.201533249286,124.82719362,1000122.21281245,0.000000000000,-542.89210451,trend break
2026-04-19T09:29:16.259619+00:00,KRW-SOON,buy,253.12650000,987.275286967229,125.01527660,750091.65960934,987.275286967229,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T09:49:16.622829+00:00,KRW-SOON,sell,251.87400000,987.275286967229,124.33448781,998636.30075110,0.000000000000,-1360.89678474,trend break
2026-04-19T09:54:23.708889+00:00,KRW-ARKM,buy,224.11200000,1113.435450355993,124.82953759,748977.22556333,1113.435450355993,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T09:59:23.780948+00:00,KRW-ARKM,sell,207.89600000,1113.435450355993,115.73938819,980340.26256234,0.000000000000,-18171.20865117,stop loss reached: -7.19%
2026-04-19T10:04:30.833908+00:00,KRW-BIO,buy,45.52275000,5381.101166071157,122.54253282,735255.19692176,5381.101166071157,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T10:49:31.542452+00:00,KRW-BIO,sell,45.97700000,5381.101166071157,123.70344416,982538.38179006,0.000000000000,2320.66176053,take profit reached: 1.05%
2026-04-19T10:54:38.599350+00:00,KRW-BLUR,buy,46.12305000,5322.973614056098,122.81729772,736903.78634254,5322.973614056098,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T11:04:38.762788+00:00,KRW-BLUR,sell,46.97650000,5322.973614056098,125.02733499,986833.42898826,0.000000000000,4417.86449593,take profit reached: 1.90%
2026-04-19T11:09:45.904792+00:00,KRW-BLUR,buy,47.92395000,5145.339711531309,123.35417862,740125.07174119,5145.339711531309,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T11:14:45.991250+00:00,KRW-BLUR,sell,48.67565000,5145.339711531309,125.22637746,990452.60029333,0.000000000000,3742.52548369,take profit reached: 1.62%
2026-04-19T11:19:53.050376+00:00,KRW-ARKM,buy,204.10200000,1212.576767980202,123.80657504,742839.45022000,1212.576767980202,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T11:29:53.265666+00:00,KRW-ARKM,sell,208.89550000,1212.576767980202,126.65091512,996014.62954049,0.000000000000,5685.83582220,take profit reached: 2.40%
2026-04-19T11:35:00.384118+00:00,KRW-MOVE,buy,30.81540000,8076.453836602119,124.50182869,747010.97215536,8076.453836602119,0.00000000,uptrend filter passed; selected from top-volume scan
2026-04-19T11:40:00.476981+00:00,KRW-MOVE,sell,31.38430000,8076.453836602119,126.73692507,1000358.08537436,0.000000000000,4467.95766257,take profit reached: 1.90%
